Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-10-22 00:00:00+05:30,386.22844667409305,395.80403723935893,383.48399083352035,392.6589050292969,3774108,0.0,0.0
2018-10-23 00:00:00+05:30,388.632296452995,394.0811518588378,379.65768518635554,381.2402648925781,2948962,0.0,0.0
2018-10-24 00:00:00+05:30,390.6356212108586,396.86575366350223,378.93658027972185,392.9193420410156,8442982,0.0,0.0
2018-10-25 00:00:00+05:30,392.1580254311639,405.23931809992337,387.8309903469878,402.5950012207031,6176258,0.0,0.0
2018-10-26 00:00:00+05:30,400.63186642551204,400.63186642551204,385.4271221525293,387.2701110839844,3615756,0.0,0.0
2018-10-29 00:00:00+05:30,386.7092509627917,397.42669017997633,382.1217814351327,394.902587890625,2786080,0.0,0.0
2018-10-30 00:00:00+05:30,396.3678425423089,408.2713332276477,392.11230774442913,403.41357421875,6121068,1.0,0.0
2018-10-31 00:00:00+05:30,403.59432310832835,427.84288834425837,402.26948837666487,423.7880859375,6582228,0.0,0.0
2018-11-01 00:00:00+05:30,423.5470503970461,424.53062347047216,402.8715308752946,405.0394592285156,3946070,0.0,0.0
2018-11-02 00:00:00+05:30,407.8899294176944,413.30972670818545,399.5193634038079,403.3132019042969,5575206,0.0,0.0
2018-11-05 00:00:00+05:30,403.6745718181236,411.16193195710343,402.99207385715,409.79693603515625,1938928,0.0,0.0
2018-11-06 00:00:00+05:30,410.59987981312526,418.3281102569313,406.92645138516025,413.06890869140625,2921884,0.0,0.0
2018-11-07 00:00:00+05:30,413.1089923765079,415.45756139471376,412.20569283049514,414.13275146484375,139254,0.0,0.0
2018-11-09 00:00:00+05:30,418.7295227322848,420.33538859127725,406.88626202221536,412.6673889160156,7343566,0.0,0.0
2018-11-12 00:00:00+05:30,414.4939992906115,425.1529526932821,414.3334519230626,416.24041748046875,4782454,0.0,0.0
2018-11-13 00:00:00+05:30,417.46489731401266,423.48689433928706,413.2494993963206,414.7951354980469,2737474,0.0,0.0
2018-11-14 00:00:00+05:30,413.9119389873685,414.0725353800619,386.61221847219775,400.3022155761719,3033632,0.0,0.0
2018-11-15 00:00:00+05:30,401.4264044616941,413.1090710125138,394.1598453617597,396.9500427246094,3582306,0.0,0.0
2018-11-16 00:00:00+05:30,400.2620981954265,416.64195090397334,398.95733207793893,410.3790588378906,6698234,0.0,0.0
2018-11-19 00:00:00+05:30,410.37901179925313,418.64923540582527,407.18734860775174,417.56524658203125,4180070,0.0,0.0
2018-11-20 00:00:00+05:30,415.517860110291,415.517860110291,402.7913661607879,405.0596618652344,2628564,0.0,0.0
2018-11-21 00:00:00+05:30,402.69090369103407,407.086966065532,393.2564424459256,395.5046691894531,2503064,0.0,0.0
2018-11-22 00:00:00+05:30,396.6489471349696,402.269478774534,391.5904784607911,393.0558166503906,3129880,0.0,0.0
2018-11-26 00:00:00+05:30,395.24368219027696,403.8350731992926,386.6121543415304,401.6671447753906,4758562,0.0,0.0
2018-11-27 00:00:00+05:30,400.9446362946712,413.10906749212114,398.65627212796534,410.760498046875,4103018,0.0,0.0
2018-11-28 00:00:00+05:30,410.78051542870816,420.63651280854765,406.4245893316985,418.7696838378906,2460574,0.0,0.0
2018-11-29 00:00:00+05:30,418.85003153947736,419.673008484727,404.8789773201204,406.8662414550781,3260512,0.0,0.0
2018-11-30 00:00:00+05:30,408.69280254194894,412.0249933246615,403.1726394427821,407.4884033203125,4219388,0.0,0.0
2018-12-03 00:00:00+05:30,409.9374621064844,411.78419833460833,403.3534257467437,408.7732238769531,2908898,0.0,0.0
2018-12-04 00:00:00+05:30,408.732996688767,418.72952143136496,408.3114618028048,416.0196228027344,2836286,0.0,0.0
2018-12-05 00:00:00+05:30,416.0999149137795,424.75153718809383,410.298743862223,421.96136474609375,3873412,0.0,0.0
2018-12-06 00:00:00+05:30,421.27883191406727,427.7625252278646,405.07966959635417,406.48480224609375,4051262,0.0,0.0
2018-12-07 00:00:00+05:30,401.4664045867829,401.4664045867829,375.15028666683224,386.19061279296875,21093670,0.0,0.0
2018-12-10 00:00:00+05:30,385.38775527282104,389.70351996525307,376.2142314337423,378.1814270019531,6182964,0.0,0.0
2018-12-11 00:00:00+05:30,377.77995462150676,387.47537983644065,373.6448548116982,384.1431884765625,5605848,0.0,0.0
2018-12-12 00:00:00+05:30,387.4151812422076,391.02837982374115,378.70335309490696,389.9243469238281,3653708,0.0,0.0
2018-12-13 00:00:00+05:30,389.4425952128876,394.46092674365406,386.79292596607166,392.6543273925781,2756644,0.0,0.0
2018-12-14 00:00:00+05:30,387.81668295519626,388.94078438188797,381.3932182271599,385.8896484375,4611032,0.0,0.0
2018-12-17 00:00:00+05:30,387.45539620531076,391.02845865772036,382.9589900001978,390.08502197265625,2792580,0.0,0.0
2018-12-18 00:00:00+05:30,389.4024465098269,396.9700804264579,385.1669797274893,395.5248107910156,3874502,0.0,0.0
2018-12-19 00:00:00+05:30,393.437077898368,394.88234715860955,382.9989513418807,384.2635803222656,6117266,0.0,0.0
2018-12-20 00:00:00+05:30,380.71063259193295,387.2946922245099,380.59019755671085,385.2070617675781,4527954,0.0,0.0
2018-12-21 00:00:00+05:30,384.22358235078065,387.0137799597115,379.3859150019993,383.1797790527344,10439250,0.0,0.0
2018-12-24 00:00:00+05:30,383.4005106752466,383.7618403296673,375.4314103856763,376.5153503417969,2941564,0.0,0.0
2018-12-26 00:00:00+05:30,376.57555978295875,380.4697895556286,373.76529441144413,378.5025939941406,2434064,0.0,0.0
2018-12-27 00:00:00+05:30,380.99173619483236,385.40786801584727,378.4424335359481,380.91143798828125,5096808,0.0,0.0
2018-12-28 00:00:00+05:30,382.23622634218714,386.61222078174677,381.3931565344335,384.7453918457031,1556666,0.0,0.0
2018-12-31 00:00:00+05:30,386.3914032251345,388.05747434879885,383.6413432442546,387.1541748046875,1437004,0.0,0.0
2019-01-01 00:00:00+05:30,386.2107579576531,387.41515741074346,382.5373298242995,385.34759521484375,717468,0.0,0.0
2019-01-02 00:00:00+05:30,385.0063562084948,386.21075565440253,377.03725634283336,379.92779541015625,2270096,0.0,0.0
2019-01-03 00:00:00+05:30,381.3931117896871,385.40777612431543,379.385779622373,380.7306823730469,2809224,0.0,0.0
2019-01-04 00:00:00+05:30,379.7872780565008,381.6139455819573,371.3564822434072,374.3072509765625,3077278,0.0,0.0
2019-01-07 00:00:00+05:30,377.3383274791934,381.39312883698057,375.73246167356405,378.000732421875,2344752,0.0,0.0
2019-01-08 00:00:00+05:30,380.5902451725626,380.5902451725626,374.6083844712702,379.4460754394531,3031576,0.0,0.0
2019-01-09 00:00:00+05:30,380.18880845251033,380.81107668073076,374.2872454902838,376.7362060546875,2471720,0.0,0.0
2019-01-10 00:00:00+05:30,378.5828975294147,378.5828975294147,374.1667661690504,375.71240234375,1832096,0.0,0.0
2019-01-11 00:00:00+05:30,375.371158747311,377.7799576269729,369.34916154815625,377.3985595703125,4331368,0.0,0.0
2019-01-14 00:00:00+05:30,377.7801154796603,378.9845154227411,372.5610490596438,376.2545471191406,1956808,0.0,0.0
2019-01-15 00:00:00+05:30,372.9623595288166,383.7618176309173,372.9623595288166,380.46978759765625,3693892,0.0,0.0
2019-01-16 00:00:00+05:30,380.5902629458933,383.0793602835956,376.0737645723265,376.67596435546875,1701242,0.0,0.0
