Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-10-22 00:00:00+05:30,278.93757725236287,291.35126624909043,248.27389301989263,259.18218994140625,4972866,0.0,0.0
2018-10-23 00:00:00+05:30,266.70914982822535,267.26499255539795,249.292932852387,256.4493408203125,1804598,0.0,0.0
2018-10-24 00:00:00+05:30,259.344333509139,268.3998404446589,257.14414502824445,265.2037658691406,762240,0.0,0.0
2018-10-25 00:00:00+05:30,262.6330380781202,262.6330380781202,253.9480831152194,258.9969482421875,465218,0.0,0.0
2018-10-26 00:00:00+05:30,258.92743981371285,260.4791403537938,254.29546414620458,257.8620910644531,402710,0.0,0.0
2018-10-29 00:00:00+05:30,262.40144629918643,262.40144629918643,254.29548811695207,255.54612731933594,347980,0.0,0.0
2018-10-30 00:00:00+05:30,257.3757113824195,260.780201820567,254.92074192761083,257.1672668457031,347808,0.0,0.0
2018-10-31 00:00:00+05:30,258.46423182668605,270.0441705285985,256.5651331881063,262.3551025390625,831198,0.0,0.0
2018-11-01 00:00:00+05:30,263.5593799365265,263.5593799365265,258.46420738942317,259.0200500488281,550672,0.0,0.0
2018-11-02 00:00:00+05:30,260.75707830522265,262.3782698040739,258.09369227139547,259.5064392089844,301300,0.0,0.0
2018-11-05 00:00:00+05:30,259.506356058266,262.40133995003606,257.0745695891792,260.8496398925781,247588,0.0,0.0
2018-11-06 00:00:00+05:30,262.2393972005613,262.2393972005613,258.3716793242184,259.0896301269531,220460,0.0,0.0
2018-11-07 00:00:00+05:30,261.26657969579014,264.02261084927335,260.3401845700032,263.0035705566406,43734,0.0,0.0
2018-11-09 00:00:00+05:30,263.00353727712155,264.231021972002,258.163117703107,259.0200500488281,293498,0.0,0.0
2018-11-12 00:00:00+05:30,261.1970904121547,263.0498804749575,254.29543611968126,254.9439239501953,258492,0.0,0.0
2018-11-13 00:00:00+05:30,254.66602773938249,254.71236446089586,246.5600699649393,249.8256072998047,635228,0.0,0.0
2018-11-14 00:00:00+05:30,252.3269138300868,254.61974779726705,247.94969048753177,252.11846923828125,280182,0.0,0.0
2018-11-15 00:00:00+05:30,253.27638914802395,253.27638914802395,247.85697270519356,249.08445739746094,294560,0.0,0.0
2018-11-16 00:00:00+05:30,249.2002624539349,259.27480838027896,246.93058332751286,255.8008270263672,326010,0.0,0.0
2018-11-19 00:00:00+05:30,261.0350189973811,261.0350189973811,250.1267204540688,258.8116760253906,241736,0.0,0.0
2018-11-20 00:00:00+05:30,258.00101895006907,258.46421647062573,251.63205304241475,255.38394165039062,304838,0.0,0.0
2018-11-21 00:00:00+05:30,254.99025819326687,255.43030153197287,248.45918386960298,250.450927734375,339228,0.0,0.0
2018-11-22 00:00:00+05:30,251.9795129856002,259.76122758529925,250.58992008310605,256.6346435546875,396750,0.0,0.0
2018-11-26 00:00:00+05:30,257.05149924719814,264.02261707896315,251.63208197920477,261.38238525390625,269854,0.0,0.0
2018-11-27 00:00:00+05:30,261.104422422838,262.8414129548269,258.4641911599488,261.7065734863281,778868,0.0,0.0
2018-11-28 00:00:00+05:30,261.7065888067135,282.550476410788,261.7065888067135,278.8912048339844,1589268,0.0,0.0
2018-11-29 00:00:00+05:30,279.6092199259529,282.0641613530613,268.6545862637337,276.25103759765625,563692,0.0,0.0
2018-11-30 00:00:00+05:30,276.94575341712505,282.55043098552,269.60405722298356,280.48919677734375,398696,0.0,0.0
2018-12-03 00:00:00+05:30,281.6704122818966,284.3569806263517,278.82176437858766,279.95660400390625,407630,0.0,0.0
2018-12-04 00:00:00+05:30,278.91442672682535,284.40330659608185,278.91442672682535,281.7167663574219,194932,0.0,0.0
2018-12-05 00:00:00+05:30,281.4851524571271,282.6431463143053,278.45121420558735,280.5124206542969,407602,0.0,0.0
2018-12-06 00:00:00+05:30,280.2113217950794,281.23036190758137,277.91848860978257,280.0260314941406,173246,0.0,0.0
2018-12-07 00:00:00+05:30,278.4279713278324,284.7043192896342,278.4279713278324,283.54632568359375,148150,0.0,0.0
2018-12-10 00:00:00+05:30,278.84487513863,282.5273006556071,273.9349932968804,275.7182922363281,179512,0.0,0.0
2018-12-11 00:00:00+05:30,275.13935415488794,291.81446652791146,273.28656389121863,282.57366943359375,330888,0.0,0.0
2018-12-12 00:00:00+05:30,284.84335946775644,290.4248846915321,280.23453786025027,284.9360046386719,697922,0.0,0.0
2018-12-13 00:00:00+05:30,286.71925029380066,291.5133330733792,283.0136703223137,285.8160095214844,220348,0.0,0.0
2018-12-14 00:00:00+05:30,287.13615492383354,287.13615492383354,281.18404980898237,283.98638916015625,208644,0.0,0.0
2018-12-17 00:00:00+05:30,281.6241437038177,283.6853786993386,279.30815567993767,282.08734130859375,129650,0.0,0.0
2018-12-18 00:00:00+05:30,282.08736510879106,286.2561439035022,281.39256864300586,285.4223937988281,96462,0.0,0.0
2018-12-19 00:00:00+05:30,287.1824942302084,287.599383352948,282.41156489968347,285.70025634765625,271464,0.0,0.0
2018-12-20 00:00:00+05:30,283.47685283478495,285.9086395625343,281.62406294697587,283.3610534667969,401112,0.0,0.0
2018-12-21 00:00:00+05:30,283.01366481624206,285.3064980332585,282.08726984139344,283.1526184082031,161984,0.0,0.0
2018-12-24 00:00:00+05:30,287.6456326415494,292.74080487835624,283.05996631989115,289.28997802734375,581238,0.0,0.0
2018-12-26 00:00:00+05:30,289.49846779803056,293.8988445085606,284.8664923132621,291.7449645996094,680490,0.0,0.0
2018-12-27 00:00:00+05:30,292.277598174283,293.66719055862984,289.98476508584486,291.8375549316406,342192,0.0,0.0
2018-12-28 00:00:00+05:30,291.8375673650102,297.3727829194118,288.27094110563587,292.0228576660156,671218,0.0,0.0
2018-12-31 00:00:00+05:30,294.0378065572336,294.3620505047396,287.1824882973069,288.40997314453125,446936,0.0,0.0
2019-01-01 00:00:00+05:30,290.8880211019239,291.58281733067054,289.0352311585996,290.0079345703125,102592,0.0,0.0
2019-01-02 00:00:00+05:30,287.66884427042,298.46134196249403,287.18249247774907,289.59112548828125,411360,0.0,0.0
2019-01-03 00:00:00+05:30,284.1022400785211,289.4985034921501,280.9756562408059,284.19488525390625,776372,0.0,0.0
