Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-10-22 00:00:00+05:30,1599.2938096819955,1599.3394194049101,1549.3087794210344,1559.1964111328125,151700,0.0,0.0
2018-10-23 00:00:00+05:30,1559.1958027886656,1571.999670690695,1482.236211233864,1546.483154296875,233067,0.0,0.0
2018-10-24 00:00:00+05:30,1566.9423532774263,1576.5566594842846,1486.4286293610774,1511.352783203125,151851,0.0,0.0
2018-10-25 00:00:00+05:30,1569.266324055493,1569.266324055493,1441.6836960835017,1493.6280517578125,467626,0.0,0.0
2018-10-26 00:00:00+05:30,1501.8296735697738,1528.2575015634168,1494.9948904679698,1509.5301513671875,128227,0.0,0.0
2018-10-29 00:00:00+05:30,1496.3617161001325,1558.3304107985548,1496.3617161001325,1544.888671875,172428,0.0,0.0
2018-10-30 00:00:00+05:30,1547.0303049458767,1566.5322410740916,1504.9280867685695,1540.0133056640625,153440,0.0,0.0
2018-10-31 00:00:00+05:30,1569.80511909232,1629.5730966264714,1567.8311919176788,1621.769287109375,226418,12.5,0.0
2018-11-01 00:00:00+05:30,1623.1927704895659,1636.321580373876,1598.4041931121799,1620.9434814453125,198201,0.0,0.0
2018-11-02 00:00:00+05:30,1633.1541645396305,1633.1541645396305,1552.4994969442814,1563.37890625,281571,0.0,0.0
2018-11-05 00:00:00+05:30,1566.270666224909,1575.543406840291,1527.894235787476,1546.5316162109375,99253,0.0,0.0
2018-11-06 00:00:00+05:30,1548.8269900877387,1568.749616085715,1527.756744802501,1549.974609375,56128,0.0,0.0
2018-11-07 00:00:00+05:30,1573.6154093099276,1587.3868393797345,1570.9070728917395,1583.5308837890625,35688,0.0,0.0
2018-11-09 00:00:00+05:30,1588.305163570669,1596.5680228031176,1565.3527768138674,1578.6651611328125,100227,0.0,0.0
2018-11-12 00:00:00+05:30,1586.927921793326,1592.895541979416,1559.8441071026098,1569.805419921875,93834,0.0,0.0
2018-11-13 00:00:00+05:30,1569.8053788340653,1587.2491912291418,1549.4695435485248,1563.7459716796875,89727,0.0,0.0
2018-11-14 00:00:00+05:30,1569.7136551913468,1582.7965150167463,1526.7926940097732,1530.878173828125,84999,0.0,0.0
2018-11-15 00:00:00+05:30,1542.2170562708693,1542.2170562708693,1478.2257247713733,1500.351806640625,224938,0.0,0.0
